date;bikes
2025-02-25;902618,902414,902573,900536,902422,900131,900240,902799,901837,901942,900034,901129,902227,900607,901753,902662,902559,900648,902528,902408,902926,902694,902708,901764,902142,900644,902727,902683,902478,902915,902681,902031,901035,901679,902855,901300,901723,901565,901769,901337,900311,902366,901954,901110,902523,901235,902007,900691,902696,901705,901406,900904,900456,902196,901009,900418,902390,902036,900614,900305,901991,901180,900980,900310,902337,901876,900941,902718,900949,901495,902828,902232,902831,901945,901569,902610,901844,900287,900873,901675,900969,900146,901986,901630,901142,902970,901178,901707,902143,902508,902518,900116,900227,902490,901788,902644,902434,900387,901804,900647,901502,900906,900184,901244,902502,901266,900259,902693,902928,900182,900322,900357,900338,902313,902807,900521,902933,900441,902861,901469,901459,902692,900396,900028,902833,901137,902826,901448,902997,900410,902238,901975,902312,900003,901786,902295,900498,900346,901952,900272,900824,901931,900049,901219,903007,900391,901561,901330,902289,900222,902625,900881,901250,901192,900328,900114,902633,901338,902206,901493,900395,901227,900602,902081,901925,900421,902899,902713,900207,901611,902900,900137,903000,902330,901491,901673,900622,902255,901230,902012,902425,901846,902568,902941,902884,901256,901411,900627,900111,902269,901461,900871,900530,900178,900556,900237,900708,900233,902937,901416,901881,900474,900161,901003,901801,900926,901116,900365,902498,901538,901894,902090,900383,900579,901012,901552,902487,901712,900713,901609,901919,902320,900853,902216,902920,903213,901079,902628,902069,902731,902843,901470,902621,902599,902015,902868,901845,903023,902205,902218,902223,900695,903008,900620,902311,900004
2025-02-26;902618,902414,902573,902422,900536,900131,900240,901837,902956,901942,901129,900034,902227,900607,901753,902662,902559,900648,902528,902408,902926,902694,902708,901764,902142,900644,902727,902683,902031,901679,902478,902915,901035,902681,901048,900469,902855,901300,901723,901769,901337,900311,902366,901954,902523,901235,900129,902680,902007,900691,902696,901705,901406,900904,902196,901009,900418,902811,902390,902036,900614,901991,901180,900980,900310,902337,901876,900941,900949,901495,902828,902232,902831,901569,902610,901844,900873,901675,900969,901986,902096,901630,901142,902970,901178,901707,902508,902518,900116,900227,902490,901788,902644,902434,900387,901804,900647,901502,900906,901226,902052,901244,900184,901266,900259,902693,902928,900182,900322,900357,900338,902132,902313,902807,900521,902933,902861,901469,901459,902692,900396,900028,902833,901137,902826,901448,902997,900410,902238,901975,902312,900003,902295,900498,900346,901952,901931,902663,900433,900049,901219,900391,901561,902289,902625,900881,901250,901192,900328,900114,902633,901465,902206,901493,900395,901227,900602,902081,901925,900421,902899,902713,900207,902192,902900,901248,903000,900137,902330,901491,900622,901673,901230,902425,902753,901846,902568,902941,902884,901482,901256,901411,900627,900963,900111,902269,901461,900871,900178,900556,900237,900708,900233,902937,901416,901881,900474,900161,901003,901801,901116,900926,900365,902498,901538,901524,901894,902090,900383,901012,901552,901071,902487,901609,901919,902320,901529,900853,902216,902920,903213,901079,902628,902069,902731,902843,902621,902599,902015,902868,901845,903023,902205,902218,902223,900695,900620,902311,900004
2025-02-27;901943,901180,901517,902753,901630,902811,902662,902690,901881,902941,900310,901178,901569,900946,900498,900137,902469,900004,902528,902868,900602,902628,901012,900495,901137,901753,901116,902390,902708,902680,902223,900872,902047,902295,901482,901919,900408,902414,902606,900941,902568,902422,901495,901398,902727,903213,901925,900542,902644,901861,901343,902610,902559,902142,901673,901188,902603,903192,902831,900560,902884,900365,900207,901192,903023,902625,902981,902487,902573,901244,900853,902693,901923,900328,902096,900259,902114,901876,901952,900032,900736,900391,902937,900394,900161,900949,901788,900969,902926,902167,902176,900028,902031,902007,901227,900708,902273,900980,902843,900034,902605,902069,902899,902289,902508,900184,900421,900346,900469,902683,902855,902227,900614,902686,902478,901942,900131,901931,901250,900474,900182,902372,902861,901561,902943,902646,901300,900111,902132,900418,901493,900290,902474,902312,901411,901416,901707,901986,900211,901529,900695,901219,901538,902970,900607,902366,901764,903000,902337,902828,901502,900906,901552,900972,900999,900129,902311,900622,900383,900881,901448,902320,901801,902052,900178,902398,901380,902216,900449,901230,902833,901991,901009,901723,900116,901696,902498,901820,901844,902425,902034,901320,902731,902696,900240,900627,901142,902747,900338,903037,902694,900322,900521,902073,901086,902490,902192,901235,901414,902036,902933,901837,901226,900536,901266,902206,900237,902373,901079,902356,902633,902681,900963,902807,901071,900648,901337,900395,901003,901491,901129,902408,902826,902205,900233,900926,901276,900871,900691,902900,902983,902599,900433,902015,901461,901675,900556,901769,900114,902218,900311,901459,900278,901679,901846,900824,901705,901248,900985,900298,902939,902725,901220,901524,902663,900227,901954,902713,902232,901131,902081,901845,901894,902692,900049,902518,902956,900410,902008,902928,902090,902166,900401,900636,902618,902920,901804,902238,900647,900387,900904,901048,900563,901609,902269,900357,902330,900620,902313,902163,902915,902523,900396,901082,900191,900003,901406,901312,900873,901256,900693,901469,900644,902997,902196,903055,900327,901035,901465,901975,902296,902621,902434
2025-02-28;900383,901943,901180,901517,900881,902753,901448,901630,902811,902320,902690,901881,902941,900310,901801,900178,902052,901178,902398,901380,902216,901569,900449,900946,900498,901230,900137,902469,901991,900004,901009,901723,900116,901696,902528,902498,901820,901844,902425,902034,902868,900602,902628,901320,901012,902731,902696,900240,900627,901142,902747,900338,903037,902694,900322,900495,900521,902073,901086,901137,902490,902192,901235,901753,901414,902036,901116,902390,902708,902933,902680,902223,900872,902047,902295,901482,901837,901919,901226,900536,900408,901266,902414,902606,900941,902206,900237,902373,902568,902422,901079,901495,901398,902356,902633,902727,903213,902681,901925,902807,900963,900542,902644,901861,901071,900648,902610,902559,901337,902142,900395,901188,901673,901003,902603,903192,902831,900560,901491,902434,901129,902884,900365,902408,902826,902205,900207,901192,900233,903023,902625,902981,900926,901276,902487,902573,900871,900691,902900,902983,902599,901244,900433,900853,902015,902693,901923,900328,902096,901461,901675,900259,902114,901876,900556,901952,900032,900736,901769,900391,900114,902937,900394,900161,900949,902218,900311,901459,900278,901679,901846,900824,901788,900969,902926,902167,901705,901248,900985,900298,902939,902176,902725,901220,900028,902031,901524,902007,901227,902273,902663,900227,901954,900980,902843,902713,900034,902605,902069,902899,902232,902289,901131,902508,900184,902081,901845,900421,900346,901894,902683,900469,902855,902227,902686,902478,901942,900049,902518,901931,901250,902956,900474,900182,902008,900410,902372,902928,902090,902166,900401,900636,902861,902618,902920,902238,901561,902646,902943,900647,900387,900904,901048,901300,900563,902269,901609,900111,902132,900357,900418,902330,901493,900290,900620,902474,902312,902313,901411,902163,902915,901416,901707,901986,902523,900396,901082,900191,900211,901529,900003,901406,901312,901219,901538,900873,902970,900607,902366,901256,900693,901764,903000,902337,901469,901502,900906,900644,901552,902997,902196,903055,900972,900327,901035,901465,900999,901975,900129,902311,902296,902621,900622
2025-03-01;900034,902811,902826,902015,902568,900182,901250,901517,901844,903213,900622,902232,902941,902069,901942,902559,900521,902337,902868,900310,902390,902633,901465,900111,901416,900211,902356,902425,901219,902320,901227,900560,901003,901769,902490,901919,900433,901524,902096,900926,902603,901482,900032,902610,900114,900691,901820,902618,902192,900602,901764,901991,900338,902939,900383,900365,900495,900004,901975,902269,900736,901493,900647,900881,902034,901411,902114,902469,902997,902273,900985,901192,901529,901952,900237,900644,900003,902073,901448,902605,900028,902498,902646,902573,902196,901220,902681,902330,902518,903192,902843,901380,900408,901954,901131,902008,900872,901538,901846,902884,901256,901837,901696,900129,900207,900999,900178,902928,901705,901235,900542,901398,902508,902312,900233,903055,901071,901230,901495,902047,902708,902686,900357,902422,901679,900391,902831,901414,901137,901675,902920,901876,900969,900620,902206,901881,901180,902223,902663,902523,903000,900395,902313,900327,901894,901630,902528,900498,900563,901300,900328,902227,901931,902606,900963,900853,902478,902943,900946,901723,902414,902052,900906,901244,902031,902915,901469,902621,902474,900949,900449,902408,900469,901801,901116,902753,900322,902036,902861,902289,900298,900941,901337,902081,902926,902007,902807,902900,901609,901673,901406,902142,901035,902296,902680,901312,902398,900240,902983,901459,901276,900290,902731,902205,901248,900824,902090,900693,901188,900556,902625,902628,901129,901226,902311,902981,901986,901461,902487,902696,901707,902933,902599,900116,900607,902366,902747,901943,900648,901923,900049,902218,900904,901552,902937,900184,900394,902167,902132,902295,900873,900401,902372,901561,901502,900972,901788,900536,902238,902166,901178,902434,902373,900191,901925,901086,900871,902725,903037,900227,902693,901079,901009,901753,900161,902899,901861,901142,901048,900418,902683,901266,902163,901845,903023,900311,902956,902970,901012,900474,902644,901320,902694,902216,900421,900980,900636,900278,900410,900387,900396,902690,900137,901082,902855,902727,900346,902713,901569,902176,900259
2025-03-02;900034,902811,902826,902015,902568,900182,901250,901517,903213,901844,900622,902232,902941,902069,901942,902559,900521,902337,902868,900310,902390,902633,901465,900111,901416,900211,902356,902425,901219,902320,901227,900560,901003,901769,902490,901919,900433,901524,902096,900926,902603,901482,900032,902610,900114,900691,901820,902618,902192,900602,901764,901991,900338,902939,900383,900365,900495,900004,901975,902269,900736,901493,900647,900881,902034,901411,902114,902469,902273,902997,900985,901192,901529,901952,900237,900644,900003,902073,901448,902605,900028,902498,902646,902573,902196,901220,902330,902681,902518,903192,902843,901380,900408,901954,901131,902008,900872,901538,901846,902884,901256,901837,901696,900129,900999,900207,900178,902928,901705,901235,900542,901398,902508,902312,900233,903055,901071,901230,901495,902047,902708,902686,900357,900823,902422,901679,900391,902831,901414,901137,901675,902920,901876,900969,900620,902206,901881,901180,902663,902223,903000,902523,900395,902313,900327,901894,901630,902528,900498,900563,901300,900328,902227,901931,902606,900963,900853,902478,902943,900946,901723,902414,902052,900906,902031,901244,902915,901469,902621,902474,900949,900449,902408,900469,901801,901116,902753,900322,902861,902036,902289,900941,900298,901337,902926,902007,902807,902900,901609,901673,901406,902142,901035,902296,902680,901312,902398,900240,902983,901459,901276,900290,902731,902205,901248,900824,902090,900693,901188,900556,902625,902628,901129,901226,902311,902981,901986,901461,902487,902696,901707,902933,900116,902599,900607,902747,901943,900648,900627,901923,900049,902218,900904,901552,902937,900184,900394,901855,902167,902132,902295,900873,900401,901561,902372,901502,900972,901788,900536,902238,902166,901178,902434,902373,900191,901925,901086,900871,902725,903037,900227,902693,901079,901753,901009,900161,902899,901861,901142,901048,900418,902683,901266,902163,901845,903023,900311,902970,902956,901012,900474,902644,901320,902694,900421,902216,900980,900636,900278,900410,900387,900396,902690,900137,901082,902855,902727,900346,902713,901569,902176,900259
2025-03-03;900034,902826,902811,900182,902568,902015,901250,901517,901844,903213,900622,902232,902941,902069,901942,902559,900521,902337,902868,900310,902390,902633,901465,900111,901416,900211,902356,901219,902320,901227,900560,901003,901769,902490,901919,900433,901524,902096,900926,902603,901482,900032,902610,900114,900691,901820,902618,902192,900602,901764,901991,900338,902939,900383,900365,900495,900004,901975,902269,900736,901493,900647,900881,902034,901411,902114,902469,902273,902997,900985,901192,901529,901952,900237,900644,900003,902073,901448,902605,900028,902646,902498,902573,902196,901220,902681,902330,902518,903192,901954,901380,900408,902843,901131,902008,900872,901846,901538,902884,901256,901837,901696,900129,900207,900999,900178,902928,901705,901235,900542,901398,902508,902312,900233,903055,901071,901230,901495,902047,902708,902686,900357,900823,902422,901679,900391,902831,901414,901137,901675,902920,901876,900969,900620,902206,901881,901180,902663,902223,903000,902523,900395,902313,900327,901894,901630,902528,900498,900563,901300,900328,902227,901931,902606,900963,900853,902478,902943,902031,901723,902414,900946,900906,902052,901244,902915,901469,902621,902474,900949,900449,902408,900469,901801,901116,902753,900322,902861,900941,900298,901337,902289,902926,902007,902807,902900,901609,901673,901406,902142,901035,902296,902680,901312,902398,900240,902983,901459,901276,900290,902731,902205,901248,900824,902090,900693,901188,900556,902625,902628,901129,901226,902311,902981,901986,901461,902696,902487,901707,902933,900116,902599,900607,902366,902747,900627,900648,901943,901923,900049,902218,900904,901552,902937,900184,900394,901855,902167,902132,902295,900873,900401,902372,901561,901502,900972,901788,900536,902238,902434,901178,902166,902373,900191,901925,901086,900871,902725,903037,900227,902693,901079,901753,901009,900161,902899,901861,901142,901048,900418,902683,901266,902163,901845,903023,900311,902956,901012,900474,902644,901320,902694,900421,902216,900980,900636,900278,900410,900387,900396,902690,900137,901082,902855,902727,900346,902713,901569,902176,900259
2025-03-04;901244,902928,901894,900191,900365,902034,901082,902926,901855,901131,902223,902747,900607,900560,902568,901178,900985,902356,901919,900004,900495,902956,902007,900395,901630,901411,901226,901975,902216,901861,901925,901943,901675,900338,901192,902981,901227,901142,900137,901673,902366,900963,902573,900418,902915,901723,903000,901502,900622,902605,902132,900648,901846,901569,901837,900240,901820,902606,902069,901876,902599,902861,902490,902052,901561,901406,902434,901416,901931,902295,902900,902731,900536,900946,901337,902330,900881,902205,902498,903037,902090,902313,902983,901048,900408,901538,901300,902142,901679,902899,900003,902398,902238,901380,901482,901788,900346,901517,902680,900824,901459,902628,903192,902269,900182,901801,900328,900049,902031,901320,901035,902618,902690,901609,901465,902943,902528,902621,902167,900129,901398,900111,900636,900556,902625,901116,902610,902939,900322,900034,901180,902273,900949,902997,901219,900449,900926,902469,901276,902811,900602,902015,900823,902163,900383,902474,900980,902843,900310,901220,902373,902933,902523,900394,901461,901230,902312,900401,900871,902646,902196,900028,902696,900357,901991,900873,901942,902114,901705,900311,902603,900278,901769,902166,900972,900736,900032,902868,901552,900941,900387,902227,901086,902096,900327,902686,901986,901235,900259,902941,902296,902855,900233,901188,902884,901844,900227,900290,902232,902508,901129,901414,902807,901954,901329,903213,901079,902218,901266,902727,901003,902694,901524,902097,902831,900114,900563,902633,900396,902311,903055,902693,900237,902753,901493,900691,901009,902047,902192,902320,901952,902414,900853,900906,902008,902422,901469,900644,901881,902663,902073,900116,902708,901312,902681,900620,900969,900999,900410,902644,900298,902289,901250,900474,901012,900521,900904,901707,900647,902559,900433,900872,900391,900421,901845,900469,901923,900184,902408,901448,901071,900627,902713,902937,902725,901764,901696,902683,901248,901529,900498,900161,902487,901495,903023,901137,900693,900178,902920,901753,902372,902826,902390,902478,901256,900211,902337,900207,902176,902206,900542
2025-03-05;902313,901448,901673,901919,901459,902218,901226,901975,902142,902008,901071,900322,900311,901517,900469,900881,902683,902900,902831,902132,901569,902559,901502,901219,902081,901855,901116,900691,902469,900207,903213,902933,900963,902941,902474,901986,900111,902708,902167,903055,902422,902861,902528,902937,901837,902681,902034,900985,900946,900693,900338,902690,902956,902015,901894,901844,901035,900391,903192,901764,901524,900853,901561,902633,900401,900365,900449,902727,902508,900607,902981,902663,901845,901876,900346,902312,902713,901991,901312,900328,902884,902943,902216,900521,900620,900980,902731,900622,900396,902227,900383,900495,901137,901881,902694,900648,901943,901300,902843,901398,902269,901086,903000,902997,901788,902273,902320,900114,902069,900421,902573,902606,902621,902114,900824,902599,901679,901411,902373,900357,901406,901079,901925,900137,902920,901188,902414,900563,901465,902603,902390,900034,902398,901192,901142,900904,902090,900498,901942,901820,901337,901256,900736,901131,900387,900871,901414,902166,901952,901538,902490,901320,902855,900949,902296,902725,901552,902434,901529,901630,901469,901495,901482,901003,902826,900873,902686,902192,901923,900536,900032,900408,901675,900211,900872,901609,902680,902747,901696,900474,901266,902372,902289,900556,900227,900182,900627,902618,900116,902356,901707,900823,901931,901416,900004,902052,901493,901861,902311,901048,901009,902205,902337,901180,902196,901220,900237,902693,901723,902928,902366,902523,901248,901227,900240,902163,902007,901082,901244,900644,900395,902899,901276,900184,901250,900418,902096,901380,902031,901753,902330,902807,902610,900161,900310,900647,902206,902295,902487,901129,902073,900233,901461,902644,902498,902478,900327,900560,902408,900972,901230,902811,902047,901012,902223,900969,902939,902868,900129,903037,900602,902753,902605,900926,900290,900999,902646,901846,902915,902983,900433,900906,901954,901705,900636,902926,901801,900410,902625,901178,900028,900259,902568,900049,900191,900003,902232,901235,902176,902238,902628,900278,900298,903023,902696,900394,900178,900941,901769,900542
2025-03-06;902313,901448,901673,901919,901459,902218,901975,902142,902008,901071,900322,900311,901517,900469,900881,902683,902900,902831,902132,901569,902559,901502,901219,902081,901855,901116,900691,902469,900207,903213,902933,900963,902941,902474,901986,900111,902708,902167,903055,902422,902861,902528,901837,902681,902034,900985,900946,900693,900338,902690,902956,902015,901894,901844,901035,900391,903192,901764,901524,900853,901561,902633,900401,900365,900449,902727,902508,900607,902981,902663,901845,901876,900346,902312,902713,901991,901312,900328,902884,902943,902216,900521,900620,900980,902731,900622,900396,902227,900383,900495,901137,901881,902694,900648,901943,901300,902843,901398,902269,901086,903000,902997,901788,902273,902320,900114,900421,902573,902069,902606,902621,902114,900824,902599,901679,901411,902373,900357,901406,901079,901925,900137,902920,901188,902414,900563,901465,902603,902390,900034,902398,901192,901142,900904,902090,900498,900119,901942,901820,901337,901256,900736,901131,900387,900871,901414,902166,901952,901538,902490,901320,902855,900949,902296,902725,901495,902434,901529,901552,901630,901482,901003,902826,900873,902686,902192,901923,900536,900032,900408,901675,900211,900872,901609,902680,902747,901696,900474,901266,902372,902289,900556,900227,900182,900627,902618,900116,902356,901707,900823,901931,901416,900004,902052,901493,901861,902311,901048,901009,902337,902205,901180,902196,901220,900237,902693,901723,902928,902523,902366,901248,901227,900240,902163,902007,901082,901244,900395,901276,900184,900644,902899,901250,900418,902096,902031,901753,901380,900941,902330,902807,902610,900161,900310,900647,902206,902295,902487,901129,902073,900233,901461,902644,902498,902478,900327,900560,902408,900972,901230,902811,902047,901012,902223,900969,902939,902868,900129,900602,902753,903037,902605,900926,900290,900999,902646,901846,902915,902983,900433,900906,901954,901705,900636,902926,901801,900410,902625,901178,900028,900259,902568,900049,900191,900003,902232,901235,902176,902238,902628,900278,900298,903023,902696,900394,900178,901469,901769,900542
2025-03-07;902313,901448,901673,901919,901459,902218,901975,901226,902142,902008,901071,901517,900311,900322,900469,900881,902683,902900,902831,902132,901569,902559,901502,901219,902081,901855,901116,900691,902469,900207,903213,902933,900963,902941,902474,901986,900111,902708,902167,903055,902422,902861,902528,901837,902681,902034,900985,900946,900693,900338,902690,902956,902015,901894,901844,901035,900391,903192,901764,901524,900853,901561,902633,900401,900449,900365,902727,902508,900607,902981,902663,901845,901876,900346,902312,902713,901991,901312,900328,902884,902943,902216,900521,900620,900980,902731,900622,900396,902227,900383,900495,901137,901881,902694,900648,901943,901300,902843,901398,902269,901086,903000,902997,901788,902273,902320,900114,900421,902573,902069,902606,902114,902621,900824,902599,901679,901411,902373,901406,901079,901925,900137,902920,901188,902414,902603,900563,901465,902390,900034,902398,901192,901142,900904,902090,900498,900119,901942,901820,901337,901256,900736,901131,900387,900871,901414,902166,901952,901538,902490,901320,902855,900949,902296,902725,901495,902434,901529,901552,901630,901482,901003,902826,900873,902686,902192,901923,900536,900032,900408,901675,900211,900872,901609,902680,902747,901696,900474,901266,902372,902289,900556,900227,900182,900627,902618,900116,902356,901707,900823,901931,901416,900004,902052,901493,901861,902311,901048,901009,902205,902337,901180,902196,901220,900237,902693,901723,902928,902366,902523,901248,901227,900240,902163,902007,901082,901244,900395,902899,900644,901276,900184,901250,900418,902096,902031,901753,901380,900941,902330,902807,902610,900161,900310,900647,902206,902295,902487,901129,902073,901461,900233,902644,902498,902478,900327,900560,902408,900972,901230,902811,902047,901012,902223,900969,902939,902868,900129,902753,903037,900602,902605,900926,900290,900999,902646,901846,902915,902983,900433,900906,901954,901705,900636,902926,901801,900410,902625,901178,900028,900259,902568,900049,900191,900003,900973,902232,901235,902176,902238,902628,900278,900298,903023,902696,900394,900178,901469,901769,900542
2025-03-08;902313,901448,901673,901919,901459,902218,901975,901226,902142,902008,901071,900322,901517,900311,900469,900881,902900,902683,902831,902132,901569,902559,901502,901219,902081,901855,901116,900691,902469,900207,903213,902933,900963,902941,902474,901986,900111,902708,902167,903055,902422,902861,902528,901837,902681,902034,900985,900693,900946,900338,902690,902956,902015,901894,901844,901035,900391,903192,901764,901524,900853,901561,902633,900401,900449,900365,902727,902508,900607,902981,902663,901845,901876,900346,902312,902713,901991,901312,900328,902884,902943,902216,900521,900620,900980,902731,900622,900396,902227,900383,900495,901137,901881,902694,900648,901943,901300,902843,901398,902269,901086,903000,902997,901788,902273,902320,900114,900421,902573,902069,902606,902621,902114,900824,902599,901679,901411,902373,901406,901079,901925,900137,902920,901188,902414,902603,900563,901465,902390,900034,902398,901192,901142,900904,902090,900498,900119,901942,901820,901337,901256,900736,900387,901131,900871,901414,902166,901952,901538,902490,901320,902855,900949,902296,902725,901495,902434,901529,901552,901469,901630,901482,901003,902826,900873,902686,902192,901923,900536,900032,901675,900408,900211,900872,902680,901609,902747,901696,900474,901266,902372,902289,900556,900227,900182,900627,902618,900116,902356,901707,900823,901931,901416,900004,902052,901493,901861,902311,901048,901009,902205,902337,901180,902196,901220,900237,902693,901723,902366,902523,902928,901227,901248,900240,902163,902007,901082,901244,900395,900184,900644,901276,902899,901250,900418,902096,901380,901753,902031,902330,902807,902610,900161,900310,900647,902206,902295,902487,901129,902073,901461,900233,902644,902498,902478,900327,900560,902408,900972,901230,902811,902047,901012,902223,900969,902939,902868,900129,902753,903037,900602,902605,900926,900290,900999,902646,901846,902915,902983,900433,900906,901954,901705,900636,902926,901801,900410,902625,901178,900028,900259,902568,900049,900191,900003,902232,901235,902176,902238,902628,900278,900298,903023,902696,900394,900178,900941,901769,900542
2025-03-09;902313,901448,901673,901919,901459,902218,901975,901226,902142,902008,901071,900322,901517,900311,900469,900881,902900,902683,902831,902132,901569,902559,901502,901219,902081,901855,901116,900691,902469,900207,903213,902933,900963,902941,902474,901986,900111,902708,902167,903055,902422,902861,902528,901837,902681,902034,900985,900693,900946,900338,902690,902956,902015,901894,901844,901035,900391,903192,901764,901524,900853,901561,902633,900401,900449,900365,902727,902508,900607,902981,902663,901845,901876,900346,902312,902713,901991,901312,900328,902884,902943,902216,900521,900620,900980,902731,900622,900396,902227,900383,900495,901137,901881,902694,900648,901943,901300,902843,901398,902269,901086,903000,902997,901788,902273,902320,900114,900421,902573,902069,902606,902621,902114,900824,902599,901679,901411,902373,901406,901079,901925,900137,902920,901188,902414,902603,901465,900563,902390,900034,902398,901192,901142,900904,902090,900498,900119,901942,901820,901337,901256,900736,901131,900387,900871,901414,902166,901952,901538,902490,901320,902855,900949,902296,902725,901495,902434,901529,901552,901469,901630,901482,901003,902826,900873,902686,902192,901923,900536,900032,900408,901675,900211,900872,901609,902680,902747,901696,900474,901266,902372,902289,900556,900227,900182,900627,902618,900116,902356,901707,900823,901931,901416,900004,902052,901493,901861,902311,901048,901009,902205,902337,902196,901180,901220,900598,900237,902693,901723,902928,902366,902523,901227,901248,900240,902163,902007,901244,900395,902899,901276,900184,900644,901250,900418,902096,901380,901753,902031,902330,902807,902610,900161,900310,900647,902206,902295,902487,901129,902073,901461,900233,902644,902498,902478,900327,900560,902408,900972,901230,902811,902047,901012,902223,900969,902939,902868,900129,902753,903037,900602,902605,900926,900290,900999,902646,901846,902915,902983,900433,900906,901954,901705,900636,902926,901801,900410,902625,901178,900028,900259,902568,900049,900191,900003,902232,901235,902176,902238,902628,900278,900298,900394,903023,900178,900941,901769,900542
2025-03-10;902313,901448,901673,901919,901459,902218,901226,901975,902142,902008,901071,901517,900311,900322,900469,900881,902900,902683,902831,902132,901569,902559,901502,901219,902081,901855,901116,900691,902469,900207,903213,902933,900963,902941,902474,901986,900111,902708,902167,903055,902422,902861,902528,901837,902681,902034,900985,900946,900693,900338,902690,902956,902015,901894,901844,901035,900391,903192,901764,901524,900853,901561,900365,900401,900449,902633,902727,902508,900607,902981,902663,901845,900346,901876,902312,902713,901991,901312,900328,902884,902943,902216,900521,900620,900980,902731,900622,900396,902227,900383,900495,901137,901881,902694,900648,901943,901300,902843,901398,902269,901086,903000,902997,901788,902273,902320,900114,902069,900421,902573,902606,902621,902114,900824,902599,901679,901411,902373,901406,901079,901925,900137,902920,901188,902414,900563,901465,902390,902603,900034,902398,901192,901142,900904,902090,900498,900119,901942,901820,901337,901256,900387,901131,900871,901414,902166,901952,901538,902490,901320,902855,900949,902296,902725,901495,902434,901529,901552,901469,901630,901482,901003,902826,900873,902686,902192,901923,900536,900032,900408,901675,900211,900872,902680,901609,902747,901696,900474,901266,902372,902289,900556,900227,900182,900627,902618,900116,902356,901707,900823,901931,901416,900004,902052,901493,902311,901048,901009,902337,902205,902196,901180,901220,900598,900237,902693,901723,902366,902523,902928,901227,901248,900240,902163,902007,901244,900184,901276,900395,902899,900644,901250,900418,902096,901380,901753,902031,902330,902807,902610,900161,900310,900647,902206,902295,902487,901129,902073,900233,901461,902644,902498,902478,900327,900560,902408,900972,901230,902811,902047,901012,902223,900969,902939,902868,900129,903037,900602,902753,902605,900926,900290,900999,902646,901846,902915,902983,900433,900906,901954,901705,900636,902926,901801,900410,902625,901178,900028,900259,902568,900049,900191,900003,902232,901235,902176,902238,902628,900278,900298,900394,903023,900178,900941,901769,900542
2025-03-11;902313,901448,901673,901919,901459,902218,901226,901975,902142,902008,901071,901517,900311,900322,900469,900881,902900,902683,902831,902132,901569,902559,901502,901219,902081,901855,901116,900691,902469,900207,903213,902933,900963,902941,902474,901986,900111,902708,902167,903055,902422,902861,902528,901837,902681,902034,900985,900946,900693,900338,902690,902956,902015,901894,901844,901035,900391,903192,901764,901524,900853,901561,900365,900401,900449,902727,902508,900607,902981,902663,901845,900346,901876,902312,902713,901991,901312,900328,902884,902943,902216,900521,900620,900980,902731,900622,900396,902227,900383,900495,901137,901881,902694,900648,901943,901300,902843,901398,902269,901086,903000,902997,901788,902273,902320,900114,902069,900421,902573,902606,902621,902114,900824,902599,901679,901411,902373,901406,901079,901925,900137,902920,901188,902414,902603,901465,900563,902390,900034,902398,901192,901142,900904,902090,900498,900119,901942,901820,901337,901256,900387,901131,900871,901414,902166,901952,901538,902490,901320,902855,900949,902296,902725,901495,902434,901552,901630,901529,901482,901003,902826,900873,902686,902192,901923,900536,900032,900408,901675,900211,900872,902680,901609,902747,901696,900474,901266,902372,902289,900556,900227,900182,900627,902618,900116,902356,901707,900823,901931,901416,900004,902052,901493,902311,901048,901009,902337,902205,902196,901180,901220,900598,900237,902693,901723,902366,902928,902523,901227,901248,900240,902163,902007,901244,900184,901276,900395,902899,900644,901250,900418,902096,901380,901753,902031,900941,902330,902807,902610,900161,900310,900647,902206,902295,902487,901129,902073,900233,901461,902644,902498,902478,900327,900560,902408,900972,901230,902811,902047,901012,902223,900969,902939,902868,900129,900602,902753,903037,902605,900926,900290,900999,902646,901846,902915,902983,900433,900906,901954,901705,900636,902926,901801,900410,902625,901178,900028,900259,902568,900049,900191,900003,902232,901235,902176,902238,902628,900278,900298,900394,903023,900178,901469,901769,900542
